mes;dia;hora;perfil_usuari;pf
2;17;2;c;8.64417358289791e-05
2;17;3;c;8.45200042983887e-05
2;17;4;c;8.24542621785123e-05
2;17;5;c;8.23775854773722e-05
2;17;6;c;9.06208509704224e-05
2;17;7;c;0.000112006032881797
2;17;8;c;0.000131958935198301
2;17;9;c;0.000146708427784708
2;17;10;c;0.000236980544178774
2;17;11;c;0.000251773688486392
2;17;12;c;0.000252939669669952
2;17;13;c;0.000242633298328207
2;17;14;c;0.000176822635719473
2;17;15;c;0.000159709616309641
2;17;16;c;0.000151523181777568
2;17;17;c;0.000153990448106257
2;17;18;c;0.000168492569717428
2;17;19;c;0.000168482623765653
2;17;20;c;0.000172859525893154
2;17;21;c;0.000161266444696335
2;17;22;c;0.000127325810309026
2;17;23;c;0.000113282802181037
2;17;24;c;9.45183677595373e-05
2;3;1;c;9.1613219073533e-05
2;3;2;c;9.00840422558808e-05
2;3;3;c;8.74893339026572e-05
2;3;4;c;8.52171129378586e-05
2;3;5;c;8.53404461010059e-05
2;3;6;c;9.34155705496198e-05
2;3;7;c;0.000115030722135688
2;3;8;c;0.000137199661313589
2;3;9;c;0.000154582349031646
2;3;10;c;0.000247161123939407
2;3;11;c;0.000260307324912631
2;3;12;c;0.000261063890827752
2;3;13;c;0.000249722376445447
2;3;14;c;0.000181594248432599
2;3;15;c;0.000165894654761869
2;3;16;c;0.000158506876097405
2;3;17;c;0.000162143495466653
2;3;18;c;0.000179166109448279
2;3;19;c;0.000182694387105833
2;3;20;c;0.000183009570440794
2;3;21;c;0.000167594603728342
2;3;22;c;0.000131952624087238
2;3;23;c;0.000117665950654582
2;3;24;c;9.82841779580354e-05
2;23;1;c;6.50571341844726e-05
2;23;2;c;6.63547510540594e-05
2;23;3;c;6.79793520669584e-05
2;23;4;c;7.46243738317679e-05
2;23;5;c;8.47236942742068e-05
2;23;6;c;9.64055603924914e-05
2;23;7;c;0.000118012692787282
2;23;8;c;0.000138940064197649
2;23;9;c;0.000153054773521087
2;23;10;c;0.000236037143225013
2;23;11;c;0.000246576438254832
2;23;12;c;0.000246477534515604
2;23;13;c;0.000234973943243174
2;23;14;c;0.000170914314025661
2;23;15;c;0.000155384460572514
2;23;16;c;0.000147396872913715
2;23;17;c;0.00014901917449414
2;23;18;c;0.000163390008785737
2;23;19;c;0.000162313299102563
2;23;20;c;0.000168057020902008
2;23;21;c;0.000157122685658285
2;23;22;c;0.000124183795372024
2;23;23;c;0.00011086906865617
2;23;24;c;9.29380561932244e-05
2;6;1;c;9.38011519187256e-05
2;6;2;c;9.09728500568114e-05
2;6;3;c;8.87569065777347e-05
2;6;4;c;8.6560373660139e-05
2;6;5;c;8.64871913029579e-05
2;6;6;c;9.41238344927056e-05
2;6;7;c;0.000116122302371846
2;6;8;c;0.000138991621817804
2;6;9;c;0.000158365084671301
2;6;10;c;0.000255760661036916
2;6;11;c;0.000269248807189027
2;6;12;c;0.000268200401643728
2;6;13;c;0.000255474613615544
2;6;14;c;0.000184732093438846
2;6;15;c;0.000168222747510743
2;6;16;c;0.00016068027857923
2;6;17;c;0.00016430641573879
2;6;18;c;0.000181644152767764
2;6;19;c;0.000186701018109418
2;6;20;c;0.000188264291096721
2;6;21;c;0.000171489429030016
2;6;22;c;0.000135798365282078
2;6;23;c;0.000119559806966782
2;6;24;c;0.000100261068697845
2;28;1;c;6.19909750111832e-05
2;28;2;c;6.03053087084776e-05
2;28;3;c;5.87343860049433e-05
2;28;4;c;5.8651201315753e-05
2;28;5;c;6.44955401780967e-05
2;28;6;c;7.06763028882882e-05
2;28;7;c;8.51254333214369e-05
2;28;8;c;0.000103288480197814
2;28;9;c;0.000116907355395991
2;28;10;c;0.000149667416345798
2;28;11;c;0.000155594183491183
2;28;12;c;0.000153671896826553
2;28;13;c;0.000144708346558694
2;28;14;c;0.000110000377119931
2;28;15;c;8.93390676766156e-05
2;28;16;c;8.17562589360543e-05
2;28;17;c;7.97160522791773e-05
2;28;18;c;8.32793666628189e-05
2;28;19;c;8.90743243812847e-05
2;28;20;c;9.08984438231996e-05
2;28;21;c;8.90588314842633e-05
2;28;22;c;8.40289760526463e-05
2;28;23;c;7.59803203276758e-05
2;28;24;c;6.81792053804308e-05
2;8;1;c;6.31734204576524e-05
2;8;2;c;6.15962269885181e-05
2;8;3;c;6.06536588082907e-05
2;8;4;c;6.06107434146751e-05
2;8;5;c;6.12946034819609e-05
2;8;6;c;6.57653162630679e-05
2;8;7;c;7.5888200126314e-05
2;8;8;c;9.60114237796805e-05
2;8;9;c;0.000111590457206715
2;8;10;c;0.000143858711614144
2;8;11;c;0.000148203715296186
2;8;12;c;0.000144023314126932
2;8;13;c;0.00013659932469307
2;8;14;c;0.000100029916342964
2;8;15;c;8.44279579611407e-05
2;8;16;c;8.2475481907917e-05
2;8;17;c;8.38520446299316e-05
2;8;18;c;9.01124731414387e-05
2;8;19;c;9.50408702429972e-05
2;8;20;c;9.5432719171802e-05
2;8;21;c;9.19013315495804e-05
2;8;22;c;8.5838440922001e-05
2;8;23;c;7.89937577060193e-05
2;8;24;c;6.76656008731878e-05
2;1;1;d;0.000163623347766844
2;1;2;d;0.000162789698444673
2;1;3;d;0.000159504809727642
2;1;4;d;0.000151759168201475
2;1;5;d;0.000147760666365475
2;1;6;d;0.000142967331856181
2;1;7;d;0.00014832078297661
2;1;8;d;0.000152275528270081
2;1;9;d;8.95046369082274e-05
2;1;10;d;5.90930706952328e-05
2;1;11;d;6.68843759076028e-05
2;1;12;d;7.15690108822328e-05
2;1;13;d;6.67439354765878e-05
2;1;14;d;6.2769157490769e-05
2;1;15;d;6.09701668033303e-05
2;1;16;d;5.97452024678897e-05
2;1;17;d;5.44170913108082e-05
2;1;18;d;4.94223138735049e-05
2;1;19;d;7.15663219618548e-05
2;1;20;d;0.000175797181919744
2;1;21;d;0.000216324272865851
2;1;22;d;0.000219340444470876
2;1;23;d;0.000195224843435358
2;1;24;d;0.000179599889844208
2;25;1;d;0.000170424853302885
2;25;2;d;0.000169322818184924
2;25;3;d;0.000165762339744639
2;25;4;d;0.000158760576303115
2;25;5;d;0.000155443876333801
2;25;6;d;0.000153080633168262
2;25;7;d;0.00016043896133996
2;25;8;d;0.000168095659318139
2;25;9;d;0.000110090839351025
2;25;10;d;7.64816606899725e-05
2;25;11;d;7.45630784243686e-05
2;25;12;d;6.87395053205781e-05
2;25;13;d;6.52029327448914e-05
2;25;14;d;6.17124229745762e-05
2;25;15;d;5.69303800046677e-05
2;25;16;d;5.31383359835421e-05
2;25;17;d;4.8771503212047e-05
2;25;18;d;5.38662491684501e-05
2;25;19;d;7.24277726396236e-05
2;25;20;d;0.000176558210596718
2;25;21;d;0.000229270468401376
2;25;22;d;0.000235977382463261
2;25;23;d;0.000209548151615538
2;25;24;d;0.000188695406560296
2;18;1;d;0.000170580648840506
2;18;2;d;0.000169265831898298
2;18;3;d;0.000165854204991421
2;18;4;d;0.000158666405768863
2;18;5;d;0.000155210273673152
2;18;6;d;0.000153017367831021
2;18;7;d;0.000160196811696234
2;18;8;d;0.000168172540690516
2;18;9;d;0.000110286475873147
2;18;10;d;7.66435951750332e-05
2;18;11;d;7.488243622149e-05
2;18;12;d;6.90449290606577e-05
2;18;13;d;6.55456220859462e-05
2;18;14;d;6.19122313761828e-05
2;18;15;d;5.71336701194395e-05
2;18;16;d;5.33046798217706e-05
2;18;17;d;4.89663034541724e-05
2;18;18;d;5.3951002348902e-05
2;18;19;d;7.25781409750511e-05
2;18;20;d;0.000176956587057694
2;18;21;d;0.000229411666853459
2;18;22;d;0.000236139508755112
2;18;23;d;0.000209689021440761
2;18;24;d;0.000188713498642792
2;23;1;d;0.000161604270022989
2;23;2;d;0.000165174198619156
2;23;3;d;0.000163293223949543
2;23;4;d;0.00015603909259959
2;23;5;d;0.000152057428753672
2;23;6;d;0.000151280498109968
2;23;7;d;0.00015974924906054
2;23;8;d;0.000169341973937321
2;23;9;d;0.000113244312429037
2;23;10;d;7.34291515381892e-05
2;23;11;d;7.28874365671101e-05
2;23;12;d;7.13979326607851e-05
2;23;13;d;7.02533947237703e-05
2;23;14;d;6.36011522427455e-05
2;23;15;d;5.8837314121058e-05
2;23;16;d;5.37878812592409e-05
2;23;17;d;4.96148824327571e-05
2;23;18;d;5.71746308666508e-05
2;23;19;d;7.7110222786552e-05
2;23;20;d;0.000181729609777366
2;23;21;d;0.000227955994807647
2;23;22;d;0.00023280592988586
2;23;23;d;0.000206274291481341
2;23;24;d;0.000184949770330387
2;12;1;d;0.000171064801664336
2;12;2;d;0.0001696551463523
2;12;3;d;0.000166197230126878
2;12;4;d;0.000158784349485938
2;12;5;d;0.000155321525658209
2;12;6;d;0.000153152823059334
2;12;7;d;0.000160176379648029
2;12;8;d;0.000168360959920764
2;12;9;d;0.000110545385810956
2;12;10;d;7.68616862907648e-05
2;12;11;d;7.50897586643904e-05
2;12;12;d;6.9239872036347e-05
2;12;13;d;6.56757223304081e-05
2;12;14;d;6.20516150132136e-05
2;12;15;d;5.72205002167509e-05
2;12;16;d;5.34547110686173e-05
2;12;17;d;4.91775542617649e-05
2;12;18;d;5.4371956216996e-05
2;12;19;d;7.32802473127047e-05
2;12;20;d;0.000178070769067176
2;12;21;d;0.000230456515004271
2;12;22;d;0.000237376808417025
2;12;23;d;0.000210745990540746
2;12;24;d;0.000189770786109755
2;11;1;d;0.00017137598799284
2;11;2;d;0.000169848408326647
2;11;3;d;0.000166352329092356
2;11;4;d;0.000159101148887525
2;11;5;d;0.000155558300296279
2;11;6;d;0.000153435378717726
2;11;7;d;0.00016054272432715
2;11;8;d;0.000168906127948352
2;11;9;d;0.000110875714079129
2;11;10;d;7.69585876864384e-05
2;11;11;d;7.52242211776857e-05
2;11;12;d;6.93467223491142e-05
2;11;13;d;6.57197292309037e-05
2;11;14;d;6.20701716789169e-05
2;11;15;d;5.7226708328698e-05
2;11;16;d;5.34570569079969e-05
2;11;17;d;4.91052010300522e-05
2;11;18;d;5.43171970880248e-05
2;11;19;d;7.33174197121904e-05
2;11;20;d;0.000178239595678141
2;11;21;d;0.000230507284989411
2;11;22;d;0.000237366414325274
2;11;23;d;0.000210939777623315
2;11;24;d;0.000189627711149653
2;27;1;d;0.000166560369230717
2;27;2;d;0.000167789098487592
2;27;3;d;0.000164119464172893
2;27;4;d;0.000155555892135416
2;27;5;d;0.000153736186033004
2;27;6;d;0.000153312216851197
2;27;7;d;0.00016243976982415
2;27;8;d;0.000169108247460926
2;27;9;d;0.000119726208727809
2;27;10;d;6.77550071660877e-05
2;27;11;d;6.25346194092273e-05
2;27;12;d;6.44270764773542e-05
2;27;13;d;6.18321360940499e-05
2;27;14;d;5.97182399599237e-05
2;27;15;d;5.98164479981006e-05
2;27;16;d;5.49192934204759e-05
2;27;17;d;4.8943662468979e-05
2;27;18;d;5.06830220751773e-05
2;27;19;d;6.24026960078163e-05
2;27;20;d;0.00013255751544714
2;27;21;d;0.000209265079437793
2;27;22;d;0.00022579081389255
2;27;23;d;0.000208189310923729
2;27;24;d;0.00018191034225415
2;20;1;d;0.000167026966583672
2;20;2;d;0.00016757549402173
2;20;3;d;0.000163709341613217
2;20;4;d;0.000154945637164513
2;20;5;d;0.000152896377514633
2;20;6;d;0.00015274677487109
2;20;7;d;0.000162318732162573
2;20;8;d;0.000169924879552055
2;20;9;d;0.000120760057710145
2;20;10;d;6.82559541327407e-05
2;20;11;d;6.30356085222162e-05
2;20;12;d;6.48875067831508e-05
2;20;13;d;6.22136930751449e-05
2;20;14;d;6.00337214770497e-05
2;20;15;d;6.00868968332197e-05
2;20;16;d;5.51413092679405e-05
2;20;17;d;4.9237095832811e-05
2;20;18;d;5.10487144356697e-05
2;20;19;d;6.30932869175219e-05
2;20;20;d;0.000133870622128018
2;20;21;d;0.000210932400887729
2;20;22;d;0.000227508117930335
2;20;23;d;0.00020927531123468
2;20;24;d;0.000182476458442723
2;19;1;d;0.000170188312328833
2;19;2;d;0.000169088266002596
2;19;3;d;0.000165567694844671
2;19;4;d;0.000158424445015226
2;19;5;d;0.000154795445163188
2;19;6;d;0.000152799791644875
2;19;7;d;0.000159874038608925
2;19;8;d;0.000168063297153136
2;19;9;d;0.000110132446673931
2;19;10;d;7.64418969116761e-05
2;19;11;d;7.45217951743993e-05
2;19;12;d;6.86197199737615e-05
2;19;13;d;6.50346755902901e-05
2;19;14;d;6.14591335881879e-05
2;19;15;d;5.66926349097966e-05
2;19;16;d;5.29417559877609e-05
2;19;17;d;4.86349732456942e-05
2;19;18;d;5.37511281518094e-05
2;19;19;d;7.24608908773595e-05
2;19;20;d;0.000176954178690392
2;19;21;d;0.000229343410054095
2;19;22;d;0.000236204375927247
2;19;23;d;0.000209931180335918
2;19;24;d;0.00018898064860125
2;7;1;d;0.00016153542939636
2;7;2;d;0.000164173874432416
2;7;3;d;0.000162093909667641
2;7;4;d;0.000153538565121245
2;7;5;d;0.000147803804428204
2;7;6;d;0.000145181720302342
2;7;7;d;0.000149144558836171
2;7;8;d;0.000150795743296176
2;7;9;d;9.54030557403243e-05
2;7;10;d;6.24247364989125e-05
2;7;11;d;6.60461796596117e-05
2;7;12;d;7.16449355107273e-05
2;7;13;d;6.81118802090948e-05
2;7;14;d;6.12406325208624e-05
2;7;15;d;5.96030330761321e-05
2;7;16;d;5.6933756267143e-05
2;7;17;d;5.08316709010926e-05
2;7;18;d;4.91023458837382e-05
2;7;19;d;7.00610127280509e-05
2;7;20;d;0.000175459792085065
2;7;21;d;0.000215531675777425
2;7;22;d;0.000217782460600459
2;7;23;d;0.000192254570254684
2;7;24;d;0.00018055650259042
2;5;1;d;0.00017143919453834
2;5;2;d;0.000170093723729189
2;5;3;d;0.000166409070785268
2;5;4;d;0.00015917725267543
2;5;5;d;0.000155658938816514
2;5;6;d;0.000153416580589192
2;5;7;d;0.00016029097044398
2;5;8;d;0.000168424442282997
2;5;9;d;0.000110748406494996
2;5;10;d;7.69562588534793e-05
2;5;11;d;7.52685520735864e-05
2;5;12;d;6.93816708341195e-05
2;5;13;d;6.58710913964292e-05
2;5;14;d;6.22160103864099e-05
2;5;15;d;5.74343720525854e-05
2;5;16;d;5.36370279541013e-05
2;5;17;d;4.93176426756778e-05
2;5;18;d;5.45175811047357e-05
2;5;19;d;7.37106590096452e-05
2;5;20;d;0.000179144355637702
2;5;21;d;0.000231565452423369
2;5;22;d;0.000238341055338853
2;5;23;d;0.00021163080513851
2;5;24;d;0.000190345066057168
2;8;1;d;0.000164987926077103
2;8;2;d;0.000163914466015933
2;8;3;d;0.000160512528286631
2;8;4;d;0.00015234278683829
2;8;5;d;0.000148317268101328
2;8;6;d;0.000143462707946476
2;8;7;d;0.00014904639991044
2;8;8;d;0.000152941704068131
2;8;9;d;8.9847886436982e-05
2;8;10;d;5.94344637915142e-05
2;8;11;d;6.74169582180621e-05
2;8;12;d;7.20413248528925e-05
2;8;13;d;6.7035160446944e-05
2;8;14;d;6.29896914263127e-05
2;8;15;d;6.11977481168302e-05
2;8;16;d;6.00331837876613e-05
2;8;17;d;5.46527205250036e-05
2;8;18;d;4.96448321255095e-05
2;8;19;d;7.17634671181559e-05
2;8;20;d;0.000176425490022497
2;8;21;d;0.00021734216730395
2;8;22;d;0.0002202249607245
2;8;23;d;0.000196051002735591
2;8;24;d;0.000180382419956667
2;13;1;d;0.000167715959773117
2;13;2;d;0.000168311083410004
2;13;3;d;0.000164402774387434
2;13;4;d;0.000155409052700864
2;13;5;d;0.000153335260951835
2;13;6;d;0.000153092466440267
2;13;7;d;0.000162528539637476
2;13;8;d;0.000170102306970172
2;13;9;d;0.000120926682101238
2;13;10;d;6.83984058523984e-05
2;13;11;d;6.31308268165678e-05
2;13;12;d;6.49538483152653e-05
2;13;13;d;6.22333987419423e-05
2;13;14;d;6.00483993189185e-05
2;13;15;d;6.01326782875607e-05
2;13;16;d;5.51975527289784e-05
2;13;17;d;4.92659375698964e-05
2;13;18;d;5.11066888337316e-05
2;13;19;d;6.32437975599068e-05
2;13;20;d;0.000134073273167708
2;13;21;d;0.000211067119133312
2;13;22;d;0.000227675421159371
2;13;23;d;0.000209674836671239
2;13;24;d;0.000182841900589925
2;28;1;d;0.000160170595760082
2;28;2;d;0.000163107119340607
2;28;3;d;0.000161232544040095
2;28;4;d;0.000152881587556849
2;28;5;d;0.000147303196539166
2;28;6;d;0.000144543682813359
2;28;7;d;0.000148508941792241
2;28;8;d;0.000149749881963698
2;28;9;d;9.45225789560468e-05
2;28;10;d;6.17212538455001e-05
2;28;11;d;6.48705727471598e-05
2;28;12;d;7.01537572984404e-05
2;28;13;d;6.65498822676787e-05
2;28;14;d;5.97940840526011e-05
2;28;15;d;5.80607711035184e-05
2;28;16;d;5.54398398911364e-05
2;28;17;d;4.95173623955755e-05
2;28;18;d;4.78293934373982e-05
2;28;19;d;6.80584693611904e-05
2;28;20;d;0.000171286073894194
2;28;21;d;0.000211148360043598
2;28;22;d;0.000213649316295366
2;28;23;d;0.000188953186367907
2;28;24;d;0.000177777049171567
2;6;1;d;0.000167950366330906
2;6;2;d;0.000168488221999489
2;6;3;d;0.00016473348694189
2;6;4;d;0.000155956037193707
2;6;5;d;0.000153830960330265
2;6;6;d;0.00015352486793973
2;6;7;d;0.000162914091123571
2;6;8;d;0.000170619549522556
2;6;9;d;0.000121484047646137
2;6;10;d;6.88102002781497e-05
2;6;11;d;6.35311215967029e-05
2;6;12;d;6.54235941826608e-05
2;6;13;d;6.27739048526953e-05
2;6;14;d;6.06253356513649e-05
2;6;15;d;6.07828858037414e-05
2;6;16;d;5.58967792987425e-05
2;6;17;d;4.99046811167362e-05
2;6;18;d;5.17937209903613e-05
2;6;19;d;6.41238951041341e-05
2;6;20;d;0.000135535532354966
2;6;21;d;0.000212985865457135
2;6;22;d;0.000229702680606802
2;6;23;d;0.000211514585221299
2;6;24;d;0.000184455062325469
2;15;1;d;0.000163852576417599
2;15;2;d;0.000163225723098146
2;15;3;d;0.000160241083397358
2;15;4;d;0.000152412318388402
2;15;5;d;0.000148465937648094
2;15;6;d;0.000143528808711142
2;15;7;d;0.000148834229735057
2;15;8;d;0.00015273107844849
2;15;9;d;8.95989088588137e-05
2;15;10;d;5.9046648656603e-05
2;15;11;d;6.68540717371387e-05
2;15;12;d;7.15008363849232e-05
2;15;13;d;6.66569879017373e-05
2;15;14;d;6.26694810402126e-05
2;15;15;d;6.0862882125038e-05
2;15;16;d;5.96384158404978e-05
2;15;17;d;5.42165510359598e-05
2;15;18;d;4.91469572680036e-05
2;15;19;d;7.08038400874454e-05
2;15;20;d;0.000173842270592304
2;15;21;d;0.00021399690943604
2;15;22;d;0.000216971179927769
2;15;23;d;0.00019353964270563
2;15;24;d;0.000178387277609892
2;9;1;d;0.000162634771267924
2;9;2;d;0.000165883795243866
2;9;3;d;0.000163992796281292
2;9;4;d;0.00015656426201364
2;9;5;d;0.00015233124833549
2;9;6;d;0.000151537949709926
2;9;7;d;0.000160224531585857
2;9;8;d;0.00017032642170444
2;9;9;d;0.000114337438435328
2;9;10;d;7.42716294992975e-05
2;9;11;d;7.38082706500914e-05
2;9;12;d;7.22140830711879e-05
2;9;13;d;7.09504175339924e-05
2;9;14;d;6.41897782644682e-05
2;9;15;d;5.93338495406405e-05
2;9;16;d;5.42476021806211e-05
2;9;17;d;5.0058892225977e-05
2;9;18;d;5.77217711387244e-05
2;9;19;d;7.80736693091908e-05
2;9;20;d;0.000183867233887373
2;9;21;d;0.000230037988772771
2;9;22;d;0.000234786174224221
2;9;23;d;0.00020811497571145
2;9;24;d;0.000186375228118546
2;14;1;d;0.000160820157110739
2;14;2;d;0.000163647286369928
2;14;3;d;0.000161770158117257
2;14;4;d;0.000153295506368677
2;14;5;d;0.000147718810939912
2;14;6;d;0.000144834838074211
2;14;7;d;0.000148650058924638
2;14;8;d;0.000150308504588876
2;14;9;d;9.49350054941659e-05
2;14;10;d;6.19851345975034e-05
2;14;11;d;6.53857384940661e-05
2;14;12;d;7.08557376479771e-05
2;14;13;d;6.73405984914903e-05
2;14;14;d;6.05786925246605e-05
2;14;15;d;5.886305923971e-05
2;14;16;d;5.61427420217611e-05
2;14;17;d;5.01179042355135e-05
2;14;18;d;4.84787596179256e-05
2;14;19;d;6.91633638954181e-05
2;14;20;d;0.000173659155046785
2;14;21;d;0.000212726781448423
2;14;22;d;0.000214921271822981
2;14;23;d;0.000189776066059842
2;14;24;d;0.000178562242314911
2;3;1;d;0.000170826112160014
2;3;2;d;0.000169807145893501
2;3;3;d;0.000166138394768033
2;3;4;d;0.000158794073341823
2;3;5;d;0.000155229463382648
2;3;6;d;0.000153099849280482
2;3;7;d;0.000160127773831634
2;3;8;d;0.000168289972503876
2;3;9;d;0.00011046039633263
2;3;10;d;7.67657385023601e-05
2;3;11;d;7.49868878551903e-05
2;3;12;d;6.92366952207295e-05
2;3;13;d;6.57036550081378e-05
2;3;14;d;6.2138667815192e-05
2;3;15;d;5.73940507979998e-05
2;3;16;d;5.36377588580161e-05
2;3;17;d;4.93396813298159e-05
2;3;18;d;5.46037944371624e-05
2;3;19;d;7.37814298826896e-05
2;3;20;d;0.000178822169866783
2;3;21;d;0.000231092250950916
2;3;22;d;0.000237742046217069
2;3;23;d;0.000211093039241468
2;3;24;d;0.000189977927597923
2;22;1;d;0.000163729413299806
2;22;2;d;0.000162837012252809
2;22;3;d;0.000159664444291252
2;22;4;d;0.000151668918494549
2;22;5;d;0.000147778188318881
2;22;6;d;0.000143059157248232
2;22;7;d;0.000148800744369814
2;22;8;d;0.000152581109217483
2;22;9;d;8.94339706462727e-05
2;22;10;d;5.9152548358828e-05
2;22;11;d;6.68992841010701e-05
2;22;12;d;7.14963178023624e-05
2;22;13;d;6.6570875580944e-05
2;22;14;d;6.25025287541961e-05
2;22;15;d;6.05781519330908e-05
2;22;16;d;5.94108709368035e-05
2;22;17;d;5.40668637098148e-05
2;22;18;d;4.90070565604532e-05
2;22;19;d;7.05872544485947e-05
2;22;20;d;0.000174131278513573
2;22;21;d;0.0002150457962871
2;22;22;d;0.00021788881054263
2;22;23;d;0.000193901247953613
2;22;24;d;0.000178737262254776
2;21;1;d;0.000160126399468045
2;21;2;d;0.000162977327379794
2;21;3;d;0.000161217302202387
2;21;4;d;0.000152734411832412
2;21;5;d;0.000147132648290486
2;21;6;d;0.000144471043873811
2;21;7;d;0.000148321931255906
2;21;8;d;0.000149874840902581
2;21;9;d;9.46382096029941e-05
2;21;10;d;6.19022835223347e-05
2;21;11;d;6.52909750672828e-05
2;21;12;d;7.08096501921342e-05
2;21;13;d;6.73359735326345e-05
2;21;14;d;6.05162849523889e-05
2;21;15;d;5.8704599632491e-05
2;21;16;d;5.60060697688162e-05
2;21;17;d;4.99481687478065e-05
2;21;18;d;4.82622765100717e-05
2;21;19;d;6.87361128421597e-05
2;21;20;d;0.000173164531916658
2;21;21;d;0.000213334405941585
2;21;22;d;0.000215901444599803
2;21;23;d;0.000190314602471041
2;21;24;d;0.000178979196438169
2;4;1;d;0.000171271913057104
2;4;2;d;0.000170130859359443
2;4;3;d;0.000166381589406819
2;4;4;d;0.000159195481953228
2;4;5;d;0.000155287039863709
2;4;6;d;0.000153302607280651
2;4;7;d;0.000160444852830351
2;4;8;d;0.00016868344241784
2;4;9;d;0.000110710544502608
2;4;10;d;7.70031241446335e-05
2;4;11;d;7.52802172910099e-05
2;4;12;d;6.94578906772898e-05
2;4;13;d;6.59451782858967e-05
2;4;14;d;6.24011738794416e-05
2;4;15;d;5.75609429058984e-05
2;4;16;d;5.38328994815996e-05
2;4;17;d;4.94629774691028e-05
2;4;18;d;5.47211767671951e-05
2;4;19;d;7.38668053770614e-05
2;4;20;d;0.000179385182371017
2;4;21;d;0.000231720684105809
2;4;22;d;0.000238269486027369
2;4;23;d;0.00021153760113567
2;4;24;d;0.000190332507477143
2;16;1;d;0.00016173081308062
2;16;2;d;0.000165343717258571
2;16;3;d;0.000163265873950663
2;16;4;d;0.000156053895430401
2;16;5;d;0.000151890334763584
2;16;6;d;0.000151189643014408
2;16;7;d;0.000159515706081118
2;16;8;d;0.000168730332373441
2;16;9;d;0.000112808239375224
2;16;10;d;7.32878263589358e-05
2;16;11;d;7.27404868133401e-05
2;16;12;d;7.1224736602534e-05
2;16;13;d;7.01665150972019e-05
2;16;14;d;6.35455412467238e-05
2;16;15;d;5.87874290370281e-05
2;16;16;d;5.3732625093914e-05
2;16;17;d;4.96170464848159e-05
2;16;18;d;5.71385301241991e-05
2;16;19;d;7.71478433175529e-05
2;16;20;d;0.000181621517341265
2;16;21;d;0.000227589936963832
2;16;22;d;0.000232481862080713
2;16;23;d;0.00020632267468227
2;16;24;d;0.000185078203325001
2;10;1;d;0.000171272980208738
2;10;2;d;0.000170018793763831
2;10;3;d;0.000166478550663744
2;10;4;d;0.000159177697248791
2;10;5;d;0.000155491479859621
2;10;6;d;0.00015338187799362
2;10;7;d;0.000160609584107959
2;10;8;d;0.000168976248921753
2;10;9;d;0.000111039924494309
2;10;10;d;7.71696688636518e-05
2;10;11;d;7.53069056457687e-05
2;10;12;d;6.93875507921192e-05
2;10;13;d;6.57786292220359e-05
2;10;14;d;6.21574513591354e-05
2;10;15;d;5.73678419486496e-05
2;10;16;d;5.35964950468203e-05
2;10;17;d;4.92299242126145e-05
2;10;18;d;5.4385913010054e-05
2;10;19;d;7.34283302238191e-05
2;10;20;d;0.000178474215676663
2;10;21;d;0.00023109728035159
2;10;22;d;0.000237999573137265
2;10;23;d;0.000211353367954981
2;10;24;d;0.000190023901440295
2;24;1;d;0.000170260380689539
2;24;2;d;0.000169217548590128
2;24;3;d;0.000165782228577258
2;24;4;d;0.00015861563348069
2;24;5;d;0.000154990431235921
2;24;6;d;0.000153058084420589
2;24;7;d;0.000160093683187814
2;24;8;d;0.000168084023209064
2;24;9;d;0.000110157599654819
2;24;10;d;7.64600609871978e-05
2;24;11;d;7.45863662828778e-05
2;24;12;d;6.88094205938767e-05
2;24;13;d;6.53140249860301e-05
2;24;14;d;6.17696166318088e-05
2;24;15;d;5.69796613024304e-05
2;24;16;d;5.31883785833256e-05
2;24;17;d;4.8821778509475e-05
2;24;18;d;5.39784081231979e-05
2;24;19;d;7.26735304236906e-05
2;24;20;d;0.000177018278626948
2;24;21;d;0.000229941346877089
2;24;22;d;0.000236506432342528
2;24;23;d;0.000209916687064518
2;24;24;d;0.000188835464265952
2;17;1;d;0.000170145259192254
2;17;2;d;0.000169056067045632
2;17;3;d;0.000165602903633501
2;17;4;d;0.000158327323639721
2;17;5;d;0.000154708278881726
2;17;6;d;0.00015272683390043
2;17;7;d;0.000159850504038058
2;17;8;d;0.000167618741922492
2;17;9;d;0.000109752311443753
2;17;10;d;7.64152473951728e-05
2;17;11;d;7.47621716330143e-05
2;17;12;d;6.90509200431386e-05
2;17;13;d;6.55613697846418e-05
2;17;14;d;6.20331227068232e-05
2;17;15;d;5.71754631256369e-05
2;17;16;d;5.33631716155065e-05
2;17;17;d;4.90286099340561e-05
2;17;18;d;5.41619262974654e-05
2;17;19;d;7.29248520756138e-05
2;17;20;d;0.000177525320646362
2;17;21;d;0.000230186468076071
2;17;22;d;0.000236931978165552
2;17;23;d;0.000210285696432707
2;17;24;d;0.000189210467814953
2;2;1;d;0.000162010627193075
2;2;2;d;0.000165399853404231
2;2;3;d;0.000163372368813409
2;2;4;d;0.000156062300996335
2;2;5;d;0.000151996679512654
2;2;6;d;0.000151271774333827
2;2;7;d;0.000159848779195672
2;2;8;d;0.00016966343233378
2;2;9;d;0.000113860063493321
2;2;10;d;7.3779505664278e-05
2;2;11;d;7.33841827236596e-05
2;2;12;d;7.19046493786887e-05
2;2;13;d;7.08176302381441e-05
2;2;14;d;6.41183490558644e-05
2;2;15;d;5.94113982703325e-05
