1,1,1,0.0001158784,0.0002477103,6.6654748E-05,0.0001576444,28261.03
1,1,2,9.4882423E-05,0.0002297971,6.4152272E-05,0.0001609736,25546.85
1,1,3,8.1414535E-05,0.0002122667,6.2623722E-05,0.0001546514,23420.17
1,1,4,7.3884467E-05,0.000200017,0.000062016,0.0001466611,22036.49
1,1,5,7.0019122E-05,0.0001966006,6.1753395E-05,0.0001400889,21154.15
1,1,6,6.9433692E-05,0.0002053416,6.4841408E-05,0.0001390928,20625.98
1,1,7,7.2337661E-05,0.0002079779,7.3531227E-05,0.0001449554,20487.48
1,1,8,7.7932856E-05,0.0002023493,9.0099269E-05,0.0001544834,20353.48
1,1,9,9.0075906E-05,0.0001467109,0.000102963,0.0001017913,20567.81
1,1,10,0.0001142025,0.0001240512,0.0001325167,5.9118616E-05,21802.82
1,1,11,0.0001390344,0.000130685,0.0001381295,6.2997761E-05,24128.5
1,1,12,0.0001520957,0.000119815,0.0001357954,6.6043923E-05,25672.68
1,1,13,0.000156836,8.8573941E-05,0.0001308379,6.3047909E-05,26213.52
1,1,14,0.0001591728,8.8954858E-05,9.4007107E-05,6.0162656E-05,26490.85
1,1,15,0.0001596303,8.7873712E-05,7.8141778E-05,5.9262931E-05,26366.85
1,1,16,0.0001458589,7.8316623E-05,7.7427455E-05,6.1086544E-05,25662.35
1,1,17,0.0001385051,7.5039503E-05,8.2365489E-05,5.453452E-05,25393.85
1,1,18,0.0001408948,7.8754548E-05,8.887994E-05,5.1793686E-05,25841.02
1,1,19,0.000157702,0.0001441225,9.6437155E-05,0.0001366107,28831.7
1,1,20,0.0001691787,0.0001877181,9.7691286E-05,0.0002188798,30625.22
1,1,21,0.0001794095,0.0001921514,9.3394938E-05,0.0002144778,31474.39
1,1,22,0.0001807804,0.0001972121,8.7984484E-05,0.0002111363,31940.06
1,1,23,0.0001602704,0.0002413669,0.000078011,0.000180793,31138.39
1,1,24,0.00013301,0.000252464,6.9808152E-05,0.0001753072,29838.88
1,2,1,0.0001085778,0.0002487398,0.0001023808,0.0001608065,29228.21
1,2,2,8.5913053E-05,0.0002298828,9.8356209E-05,0.0001628316,26364.99
1,2,3,7.5969501E-05,0.000212239,9.5564207E-05,0.0001551281,24809.78
1,2,4,7.0942495E-05,0.0002023205,9.2940868E-05,0.0001467854,24073.57
1,2,5,6.9577414E-05,0.0001999066,9.2055111E-05,0.0001427706,23722.37
1,2,6,7.1062505E-05,0.0002089424,9.9002372E-05,0.0001422592,23953.57
1,2,7,8.36953E-05,0.0002167029,0.0001202579,0.0001492671,26137.98
1,2,8,0.0001148317,0.0002226395,0.0001394109,0.0001683759,29880.41
1,2,9,0.0001438782,0.0001707734,0.0001623974,0.000120241,34055.44
1,2,10,0.0001633475,0.0001374994,0.0002618623,6.7378705E-05,35637.25
1,2,11,0.0001792212,0.0001297285,0.0002787967,7.3754315E-05,36955.46
1,2,12,0.0001798925,0.0001131179,0.0002787037,0.00006862,37148.66
1,2,13,0.000180583,8.4088308E-05,0.0002653805,6.6380761E-05,36764.86
1,2,14,0.0001804577,8.5072562E-05,0.0001857312,6.7866148E-05,35701.45
1,2,15,0.0001692216,8.3275484E-05,0.0001669646,6.1681442E-05,34172.64
1,2,16,0.0001616257,7.971819E-05,0.0001625274,6.0155582E-05,34179.04
1,2,17,0.0001622389,0.000077244,0.0001708731,0.00005541,34442.44
1,2,18,0.000172076,8.1563296E-05,0.0001884714,0.000060223,35030.05
1,2,19,0.0001890427,0.0001441275,0.0001992824,0.0001384823,37282.06
1,2,20,0.0001979262,0.0001899022,0.0002019892,0.0002235575,38402.47
1,2,21,0.0001959277,0.0001961617,0.000184207,0.0002199792,37813.07
1,2,22,0.0001886349,0.0002014363,0.0001455766,0.0002121859,36792.66
1,2,23,0.0001698793,0.0002468047,0.0001227293,0.0001769381,34831.65
1,2,24,0.0001445776,0.0002585576,0.0001080231,0.0001736227,33580.04
1,3,1,0.0001159455,0.0002492436,7.2927768E-05,0.0001599781,30831.02
1,3,2,9.3834752E-05,0.0002312384,6.9743372E-05,0.0001644782,27813.4
1,3,3,8.0372946E-05,0.0002130958,6.7413548E-05,0.0001570849,25710.78
1,3,4,7.3459338E-05,0.000201599,6.6823913E-05,0.0001479486,24549.37
1,3,5,7.0522342E-05,0.0001989138,7.2105879E-05,0.0001411456,23768.37
1,3,6,7.0564943E-05,0.0002082247,7.7385181E-05,0.0001404786,23197.56
1,3,7,7.4673115E-05,0.0002109124,9.0872433E-05,0.0001404707,23221.96
1,3,8,8.4581663E-05,0.000206781,0.0001098132,0.0001531481,24022.17
1,3,9,0.0001044393,0.0001546184,0.0001268208,0.00010633,25821.18
1,3,10,0.000135057,0.0001311516,0.0001645548,5.953794E-05,28356.4
1,3,11,0.0001601582,0.000133758,0.000175703,6.8992672E-05,31091.82
1,3,12,0.0001678929,0.00012026,0.0001760786,7.0770598E-05,31850.42
1,3,13,0.0001720404,9.0120306E-05,0.0001672228,6.5825639E-05,31495.02
1,3,14,0.0001760096,9.0102409E-05,0.0001221278,6.4505714E-05,30871.42
1,3,15,0.0001693718,8.872622E-05,9.6457079E-05,0.000063949,29758.61
1,3,16,0.0001544151,8.1460357E-05,8.9346784E-05,0.00006046,29099.41
1,3,17,0.0001467894,7.7307364E-05,0.000090857,4.9744689E-05,28837.4
1,3,18,0.0001491755,8.0656758E-05,9.6723538E-05,4.8948089E-05,29145.01
1,3,19,0.0001646378,0.0001456719,0.0001093455,0.0001398595,31789.62
1,3,20,0.0001742443,0.0001874592,0.0001124056,0.0002156835,33582.64
1,3,21,0.0001786844,0.0001909561,0.0001086376,0.0002188604,33967.44
1,3,22,0.0001782045,0.0001956662,0.0001022048,0.0002074244,33790.04
1,3,23,0.0001626745,0.0002427438,8.7179204E-05,0.0001764962,32479.23
1,3,24,0.0001403768,0.000255143,8.0961429E-05,0.0001714714,31545.82
1,4,1,0.0001158784,0.0002477103,6.6654748E-05,0.0001576444,28261.03
1,4,2,9.4882423E-05,0.0002297971,6.4152272E-05,0.0001609736,25546.85
1,4,3,8.1414535E-05,0.0002122667,6.2623722E-05,0.0001546514,23420.17
1,4,4,7.3884467E-05,0.000200017,0.000062016,0.0001466611,22036.49
1,4,5,7.0019122E-05,0.0001966006,6.1753395E-05,0.0001400889,21154.15
1,4,6,6.9433692E-05,0.0002053416,6.4841408E-05,0.0001390928,20625.98
1,4,7,7.2337661E-05,0.0002079779,7.3531227E-05,0.0001449554,20487.48
1,4,8,7.7932856E-05,0.0002023493,9.0099269E-05,0.0001544834,20353.48
