2015,1,1,1,0,25393
2015,1,1,2,0,24406
2015,1,1,3,0,22763
2015,1,1,4,0,21301
2015,1,1,5,0,20274
2015,1,1,6,0,19912
2015,1,1,7,0,20010
2015,1,1,8,0,20372
2015,1,1,9,0,20100
2015,1,1,10,0,20616
2015,1,1,11,0,22226
2015,1,1,12,0,23529
2015,1,1,13,0,24124
2015,1,1,14,0,24701
2015,1,1,15,0,24682
2015,1,1,16,0,23542
2015,1,1,17,0,23121
2015,1,1,18,0,23580
2015,1,1,19,0,26401
2015,1,1,20,0,28009
2015,1,1,21,0,28998
2015,1,1,22,0,29572
2015,1,1,23,0,29053
2015,1,1,24,0,26838
2015,1,2,1,0,24336
2015,1,2,2,0,21911
2015,1,2,3,0,20513
2015,1,2,4,0,19736
2015,1,2,5,0,19496
2015,1,2,6,0,20098
2015,1,2,7,0,22107
2015,1,2,8,0,24920
2015,1,2,9,0,27921
2015,1,2,10,0,30668
2015,1,2,11,0,32373
2015,1,2,12,0,32362
2015,1,2,13,0,31827
2015,1,2,14,0,31933
2015,1,2,15,0,31202
2015,1,2,16,0,30198
2015,1,2,17,0,29879
2015,1,2,18,0,30385
2015,1,2,19,0,32890
2015,1,2,20,0,33679
2015,1,2,21,0,33947
2015,1,2,22,0,33865
2015,1,2,23,0,32351
2015,1,2,24,0,29902
2015,1,3,1,0,27291
2015,1,3,2,0,24757
2015,1,3,3,0,22882
2015,1,3,4,0,21967
2015,1,3,5,0,21547
2015,1,3,6,0,21630
2015,1,3,7,0,22421
2015,1,3,8,0,23762
2015,1,3,9,0,25279
2015,1,3,10,0,27690
2015,1,3,11,0,30081
2015,1,3,12,0,30499
2015,1,3,13,0,29897
2015,1,3,14,0,29661
2015,1,3,15,0,29280
2015,1,3,16,0,28390
2015,1,3,17,0,27847
2015,1,3,18,0,28075
2015,1,3,19,0,30928
2015,1,3,20,0,32116
2015,1,3,21,0,32757
2015,1,3,22,0,32888
2015,1,3,23,0,31558
2015,1,3,24,0,29403
2015,1,4,1,0,26856
2015,1,4,2,0,24338
2015,1,4,3,0,22566
2015,1,4,4,0,21490
2015,1,4,5,0,20937
2015,1,4,6,0,21031
2015,1,4,7,0,21471
2015,1,4,8,0,22277
2015,1,4,9,0,22920
2015,1,4,10,0,24709
2015,1,4,11,0,27002
2015,1,4,12,0,27928
2015,1,4,13,0,27648
2015,1,4,14,0,27862
2015,1,4,15,0,27787
2015,1,4,16,0,26832
2015,1,4,17,0,26261
2015,1,4,18,0,26489
2015,1,4,19,0,29183
2015,1,4,20,0,30608
2015,1,4,21,0,31589
2015,1,4,22,0,32041
2015,1,4,23,0,31143
2015,1,4,24,0,28959
2015,1,5,1,0,26060
2015,1,5,2,0,23625
2015,1,5,3,0,22102
2015,1,5,4,0,21363
2015,1,5,5,0,21054
2015,1,5,6,0,21521
2015,1,5,7,0,23203
2015,1,5,8,0,26084
2015,1,5,9,0,28829
2015,1,5,10,0,31426
2015,1,5,11,0,32887
2015,1,5,12,0,32752
2015,1,5,13,0,31951
2015,1,5,14,0,31779
2015,1,5,15,0,30887
2015,1,5,16,0,29751
2015,1,5,17,0,29340
2015,1,5,18,0,29457
2015,1,5,19,0,30941
2015,1,5,20,0,31103
2015,1,5,21,0,31234
2015,1,5,22,0,31454
2015,1,5,23,0,30385
2015,1,5,24,0,28666
2015,1,6,1,0,26346
2015,1,6,2,0,23970
2015,1,6,3,0,22147
2015,1,6,4,0,21018
2015,1,6,5,0,20522
2015,1,6,6,0,20478
2015,1,6,7,0,20908
2015,1,6,8,0,21662
2015,1,6,9,0,22191
2015,1,6,10,0,23764
2015,1,6,11,0,25818
2015,1,6,12,0,26750
2015,1,6,13,0,26635
2015,1,6,14,0,26663
2015,1,6,15,0,26173
2015,1,6,16,0,24882
2015,1,6,17,0,24342
2015,1,6,18,0,24792
2015,1,6,19,0,27538
2015,1,6,20,0,29132
2015,1,6,21,0,30102
2015,1,6,22,0,31070
2015,1,6,23,0,30473
2015,1,6,24,0,28282
2015,1,7,1,0,25592
2015,1,7,2,0,23374
2015,1,7,3,0,22043
2015,1,7,4,0,21466
2015,1,7,5,0,21456
2015,1,7,6,0,22202
2015,1,7,7,0,24983
2015,1,7,8,0,29336
2015,1,7,9,0,33135
2015,1,7,10,0,35426
2015,1,7,11,0,36773
2015,1,7,12,0,36956
2015,1,7,13,0,36403
2015,1,7,14,0,36168
2015,1,7,15,0,34845
2015,1,7,16,0,33980
2015,1,7,17,0,33802
2015,1,7,18,0,34343
2015,1,7,19,0,36811
2015,1,7,20,0,38012
2015,1,7,21,0,38200
2015,1,7,22,0,37265
2015,1,7,23,0,34515
2015,1,7,24,0,31462
2015,1,8,1,0,28272
2015,1,8,2,0,25818
2015,1,8,3,0,24489
2015,1,8,4,0,23891
2015,1,8,5,0,23758
2015,1,8,6,0,24401
2015,1,8,7,0,26981
2015,1,8,8,0,31970
2015,1,8,9,0,35672
2015,1,8,10,0,36730
2015,1,8,11,0,37495
2015,1,8,12,0,37196
2015,1,8,13,0,36398
2015,1,8,14,0,36100
2015,1,8,15,0,34710
2015,1,8,16,0,34278
2015,1,8,17,0,34025
2015,1,8,18,0,34609
2015,1,8,19,0,37084
2015,1,8,20,0,38417
2015,1,8,21,0,38553
2015,1,8,22,0,37684
2015,1,8,23,0,34871
2015,1,8,24,0,31470
2015,1,9,1,0,28502
2015,1,9,2,0,25991
2015,1,9,3,0,24671
2015,1,9,4,0,24045
2015,1,9,5,0,23965
2015,1,9,6,0,24588
2015,1,9,7,0,27217
2015,1,9,8,0,32017
2015,1,9,9,0,35779
2015,1,9,10,0,36848
2015,1,9,11,0,37387
2015,1,9,12,0,36954
2015,1,9,13,0,36245
2015,1,9,14,0,35690
2015,1,9,15,0,34077
2015,1,9,16,0,33241
2015,1,9,17,0,32996
2015,1,9,18,0,33305
2015,1,9,19,0,35768
2015,1,9,20,0,36883
2015,1,9,21,0,36931
2015,1,9,22,0,36209
2015,1,9,23,0,34206
2015,1,9,24,0,31619
2015,1,10,1,0,29206
2015,1,10,2,0,26575
2015,1,10,3,0,24799
2015,1,10,4,0,23858
2015,1,10,5,0,23298
2015,1,10,6,0,23229
2015,1,10,7,0,23877
2015,1,10,8,0,25403
2015,1,10,9,0,26945
2015,1,10,10,0,29467
2015,1,10,11,0,31555
2015,1,10,12,0,31630
2015,1,10,13,0,31026
2015,1,10,14,0,30759
2015,1,10,15,0,30111
2015,1,10,16,0,28728
2015,1,10,17,0,28312
2015,1,10,18,0,28689
2015,1,10,19,0,31342
2015,1,10,20,0,32714
2015,1,10,21,0,33288
2015,1,10,22,0,33290
2015,1,10,23,0,31892
2015,1,10,24,0,29728
2015,1,11,1,0,27213
2015,1,11,2,0,24762
2015,1,11,3,0,22935
2015,1,11,4,0,21949
2015,1,11,5,0,21520
2015,1,11,6,0,21639
2015,1,11,7,0,22066
2015,1,11,8,0,22827
2015,1,11,9,0,23395
2015,1,11,10,0,24995
2015,1,11,11,0,27045
2015,1,11,12,0,28045
2015,1,11,13,0,27969
2015,1,11,14,0,28153
2015,1,11,15,0,28042
2015,1,11,16,0,26773
2015,1,11,17,0,26206
2015,1,11,18,0,26429
2015,1,11,19,0,29351
2015,1,11,20,0,31515
2015,1,11,21,0,32596
2015,1,11,22,0,32787
2015,1,11,23,0,31557
2015,1,11,24,0,29292
2015,1,12,1,0,26446
2015,1,12,2,0,24193
2015,1,12,3,0,22865
2015,1,12,4,0,22347
2015,1,12,5,0,22331
2015,1,12,6,0,23018
2015,1,12,7,0,26106
2015,1,12,8,0,31140
2015,1,12,9,0,34884
2015,1,12,10,0,36126
2015,1,12,11,0,36704
2015,1,12,12,0,36357
2015,1,12,13,0,35727
2015,1,12,14,0,35269
2015,1,12,15,0,33991
2015,1,12,16,0,33378
2015,1,12,17,0,33318
2015,1,12,18,0,33670
2015,1,12,19,0,35991
2015,1,12,20,0,37317
2015,1,12,21,0,37433
2015,1,12,22,0,36707
2015,1,12,23,0,34144
2015,1,12,24,0,30815
2015,1,13,1,0,28073
2015,1,13,2,0,25776
2015,1,13,3,0,24533
2015,1,13,4,0,23918
2015,1,13,5,0,23876
2015,1,13,6,0,24426
2015,1,13,7,0,26968
2015,1,13,8,0,31838
2015,1,13,9,0,35329
2015,1,13,10,0,36269
2015,1,13,11,0,36615
2015,1,13,12,0,36303
2015,1,13,13,0,35657
2015,1,13,14,0,35184
2015,1,13,15,0,33909
